State,County,Year,Days_with_AQI,Good_Days,Moderate_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days,Max_AQI,Median_AQI,Days_CO,Days_NO2,Days_Ozone,Days_SO2,Days_PM2_5,Days_PM10
Alabama,Baldwin,2015,264,230,33,0,0,0,129,38,0,0,189,0,75,0
Alabama,Clay,2015,112,101,11,0,0,0,91,32,0,0,0,0,112,0
Alabama,Colbert,2015,280,251,29,0,0,0,73,36,0,0,195,0,85,0
Alabama,DeKalb,2015,363,319,43,0,0,0,101,37,0,0,307,0,56,0
Alabama,Elmore,2015,233,223,9,0,0,0,115,35,0,0,233,0,0,0
Alabama,Etowah,2015,365,221,137,3,0,0,170,46,0,0,119,0,246,0
Alabama,Houston,2015,283,259,24,0,0,0,74,33,0,0,211,0,72,0
Alabama,Jefferson,2015,365,203,157,0,0,0,147,48,0,11,106,6,239,3
Alabama,Lawrence,2015,114,105,9,0,0,0,71,27,0,0,0,0,114,0
Alabama,Madison,2015,333,288,45,0,0,0,87,38,0,0,215,0,63,55
Alabama,Mobile,2015,363,274,88,0,0,0,105,40,0,0,140,0,223,0
Alabama,Montgomery,2015,359,227,131,0,0,0,115,45,0,0,112,0,247,0
Alabama,Morgan,2015,365,302,63,0,0,0,92,38,0,0,164,0,201,0
Alabama,Russell,2015,337,196,139,0,0,0,141,47,0,0,76,0,261,0
Alabama,Shelby,2015,257,219,36,0,0,0,115,39,0,0,225,0,32,0
Alabama,Sumter,2015,314,233,80,0,0,0,107,40,0,0,134,0,180,0
Alabama,Talladega,2015,107,76,31,0,0,0,81,40,0,0,0,0,107,0
Alabama,Tuscaloosa,2015,357,193,164,0,0,0,89,49,0,0,50,0,307,0
Alaska,Aleutians East ,2015,117,117,0,0,0,0,33,10,0,0,0,0,117,0
Alaska,Anchorage ,2015,361,301,60,0,0,0,76,28,3,0,0,0,263,95
Alaska,Denali ,2015,363,356,7,0,0,0,89,34,0,0,357,0,6,0
Alaska,Fairbanks North Star ,2015,365,169,133,40,3,0,238,54,0,3,84,2,268,8
Alaska,Juneau ,2015,351,296,55,0,0,0,91,21,0,0,0,0,349,2
Alaska,Kenai Peninsula ,2015,40,40,0,0,0,0,17,5,0,0,0,0,40,0
Alaska,Matanuska-Susitna ,2015,365,286,68,1,0,0,154,29,0,0,190,0,137,38
Alaska,Yukon-Koyukuk ,2015,83,82,1,0,0,0,95,4,0,0,0,0,83,0
Arizona,Apache,2015,361,361,0,0,0,0,35,11,0,0,0,0,52,309
Arizona,Cochise,2015,365,282,83,0,0,0,90,44,0,0,332,0,10,23
Arizona,Coconino,2015,365,260,101,0,0,0,108,44,0,0,359,0,6,0
Arizona,Gila,2015,365,83,155,29,0,0,200,84,0,0,91,248,2,24
Arizona,La Paz,2015,360,273,84,0,0,0,108,42,0,9,292,8,13,38
Arizona,Maricopa,2015,365,85,244,0,0,0,147,64,0,25,219,0,89,32
Arizona,Mohave,2015,364,354,10,0,0,0,58,17,0,0,0,0,41,323
Arizona,Navajo,2015,365,317,48,0,0,0,100,39,0,0,320,0,9,36
Arizona,Pima,2015,365,246,118,0,0,0,101,45,0,2,279,0,17,67
Arizona,Pinal,2015,365,105,214,3,0,10,881,63,0,0,140,0,38,187
Arizona,Santa Cruz,2015,365,294,68,0,0,0,135,30,0,0,0,0,264,101
Arizona,Yavapai,2015,300,235,65,0,0,0,100,41,0,0,275,0,25,0
Arizona,Yuma,2015,365,260,91,0,1,0,266,43,0,0,212,0,20,133
Arkansas,Arkansas,2015,116,88,28,0,0,0,71,34,0,0,0,0,116,0
Arkansas,Ashley,2015,116,92,24,0,0,0,73,31,0,0,0,0,116,0
Arkansas,Clark,2015,320,305,15,0,0,0,87,33,0,0,320,0,0,0
Arkansas,Crittenden,2015,365,308,56,0,0,0,101,36,0,23,291,0,51,0
Arkansas,Garland,2015,120,97,23,0,0,0,72,34,0,0,0,0,120,0
Arkansas,Jackson,2015,119,96,23,0,0,0,64,31,0,0,0,0,119,0
Arkansas,Newton,2015,365,341,24,0,0,0,90,35,0,0,340,0,25,0
Arkansas,Polk,2015,361,313,47,0,0,0,101,38,0,0,312,0,49,0
Arkansas,Pulaski,2015,365,233,132,0,0,0,100,44,0,6,147,0,212,0
Arkansas,Union,2015,365,340,25,0,0,0,85,4,0,0,0,248,117,0
Arkansas,Washington,2015,365,328,37,0,0,0,90,37,0,0,325,0,40,0
California,Alameda,2015,365,214,139,0,0,0,147,46,0,15,180,0,170,0
California,Alpine,2015,31,1,14,3,0,0,170,102,0,0,0,0,31,0
California,Amador,2015,364,283,73,0,0,0,140,41,0,0,364,0,0,0
California,Butte,2015,365,170,182,1,0,0,152,52,0,0,237,0,127,1
California,Calaveras,2015,365,245,98,2,1,1,320,45,0,0,274,0,91,0
California,Colusa,2015,365,229,130,2,0,0,191,46,0,0,154,0,208,3
California,Contra Costa,2015,365,258,99,0,0,0,147,44,0,7,213,0,145,0
California,Del Norte,2015,114,106,8,0,0,0,69,15,0,0,0,0,114,0
California,El Dorado,2015,365,239,102,2,0,0,166,44,0,0,350,0,5,10
California,Fresno,2015,365,60,203,23,1,0,205,80,0,0,227,0,133,5
California,Glenn,2015,365,257,108,0,0,0,93,44,0,0,243,0,99,23
California,Humboldt,2015,365,310,55,0,0,0,90,36,0,0,183,0,176,6
California,Imperial,2015,365,87,236,3,0,0,175,63,0,5,147,0,127,86
California,Inyo,2015,365,203,141,6,0,3,1383,48,0,0,286,0,29,50
California,Kern,2015,365,44,199,28,1,0,201,84,0,1,231,0,129,4
California,Kings,2015,365,90,205,10,0,0,174,71,0,0,197,0,131,37
California,Lake,2015,363,351,11,0,0,0,148,36,0,0,361,0,2,0
California,Los Angeles,2015,365,26,207,36,1,0,203,79,0,25,189,0,149,2
California,Madera,2015,365,109,209,4,0,0,154,63,0,0,223,0,127,15
California,Marin,2015,364,284,78,0,0,0,103,36,0,16,178,0,169,1
California,Mariposa,2015,365,239,115,4,1,0,215,46,0,0,327,0,29,9
California,Mendocino,2015,365,302,59,2,0,0,160,38,0,0,136,0,229,0
California,Merced,2015,365,142,178,4,0,0,159,58,0,0,217,0,147,1
California,Mono,2015,365,321,25,4,1,12,3994,14,0,0,0,0,29,336
California,Monterey,2015,365,331,33,0,0,0,120,37,0,2,258,0,80,25
California,Napa,2015,365,237,127,0,0,0,108,44,1,1,145,0,216,2
California,Nevada,2015,364,217,116,2,0,0,166,47,0,0,356,0,8,0
California,Orange,2015,365,126,218,2,0,0,156,56,0,36,128,0,200,1
California,Placer,2015,365,168,176,4,0,0,187,54,0,0,267,0,98,0
California,Plumas,2015,132,68,50,4,0,0,157,50,0,0,0,0,132,0
California,Riverside,2015,365,43,182,32,2,0,238,87,0,0,194,0,107,64
California,Sacramento,2015,365,153,184,3,0,0,172,54,0,4,193,0,168,0
California,San Benito,2015,365,313,52,0,0,0,93,39,0,0,341,0,23,1
California,San Bernardino,2015,365,35,199,37,5,0,223,83,0,31,202,0,125,7
California,San Diego,2015,365,91,233,1,0,0,155,61,0,8,208,0,147,2
California,San Francisco,2015,365,300,65,0,0,0,100,35,0,68,164,0,133,0
California,San Joaquin,2015,365,138,191,4,0,0,164,56,0,1,170,0,188,6
California,San Luis Obispo,2015,365,163,197,0,0,0,126,53,0,0,191,0,148,26
California,San Mateo,2015,364,326,37,0,0,0,101,32,0,40,230,0,94,0
California,Santa Barbara,2015,365,249,115,0,0,0,101,45,0,3,251,0,106,5
California,Santa Clara,2015,365,247,111,0,0,0,147,43,0,15,187,0,163,0
California,Santa Cruz,2015,365,320,45,0,0,0,94,35,0,0,254,0,111,0
California,Shasta,2015,365,256,96,1,0,0,156,44,0,0,354,0,11,0
California,Siskiyou,2015,362,334,24,0,0,0,139,36,0,0,343,0,17,2
California,Solano,2015,365,246,115,0,0,0,118,44,0,6,201,0,157,1
California,Sonoma,2015,365,321,44,0,0,0,88,35,0,1,267,0,94,3
California,Stanislaus,2015,365,127,190,5,0,0,187,59,0,0,202,0,154,9
California,Sutter,2015,365,194,163,0,0,0,119,49,1,2,233,0,129,0
California,Tehama,2015,365,231,115,1,0,0,153,45,0,0,311,0,52,2
California,Trinity,2015,68,68,0,0,0,0,49,9,0,0,0,0,68,0
California,Tulare,2015,365,50,217,20,0,0,170,78,0,0,206,0,154,5
California,Tuolumne,2015,364,264,89,0,0,0,126,43,0,0,364,0,0,0
California,Ventura,2015,365,183,169,0,0,0,126,50,0,4,226,0,131,4
California,Yolo,2015,365,236,125,0,0,0,103,44,0,2,230,0,133,0
Colorado,Adams,2015,364,270,91,0,0,0,115,45,0,133,206,0,6,19
Colorado,Alamosa,2015,364,357,7,0,0,0,87,17,0,0,0,0,5,359
Colorado,Arapahoe,2015,361,260,99,0,0,0,136,45,0,0,348,0,13,0
Colorado,Archuleta,2015,348,342,6,0,0,0,74,17,0,0,0,0,0,348
Colorado,Boulder,2015,365,265,93,0,0,0,129,44,0,0,335,0,28,2
Colorado,Chaffee,2015,100,65,34,0,0,0,108,47,0,0,100,0,0,0
Colorado,Clear Creek,2015,295,182,107,0,0,0,140,48,0,0,295,0,0,0
Colorado,Delta,2015,114,113,1,0,0,0,51,16,0,0,0,0,0,114
Colorado,Denver,2015,365,166,190,0,0,0,146,52,0,141,128,0,94,2
Colorado,Douglas,2015,362,251,100,2,0,0,169,44,0,0,351,0,11,0
Colorado,El Paso,2015,365,272,91,0,0,0,105,44,1,0,330,28,6,0
Colorado,Fremont,2015,57,57,0,0,0,0,37,11,0,0,0,0,0,57
Colorado,Garfield,2015,365,265,90,0,0,0,133,45,0,0,363,0,2,0
Colorado,Grand,2015,64,59,5,0,0,0,58,38,0,0,64,0,0,0
Colorado,Gunnison,2015,365,283,79,0,0,0,101,44,0,0,357,0,0,8
Colorado,Jackson,2015,363,347,16,0,0,0,93,38,0,14,342,0,7,0
Colorado,Jefferson,2015,365,244,104,2,0,0,164,45,0,0,365,0,0,0
Colorado,La Plata,2015,365,271,92,0,0,0,108,43,0,2,363,0,0,0
Colorado,Larimer,2015,365,198,150,1,0,0,161,49,0,0,322,0,43,0
Colorado,Mesa,2015,365,253,109,0,0,0,105,45,0,0,291,0,74,0
Colorado,Moffat,2015,141,137,4,0,0,0,77,36,0,0,141,0,0,0
Colorado,Montezuma,2015,365,284,81,0,0,0,93,44,0,0,364,0,1,0
Colorado,Park,2015,350,266,80,0,0,0,112,45,0,0,348,0,2,0
Colorado,Pitkin,2015,124,122,2,0,0,0,55,11,0,0,0,0,34,90
Colorado,Prowers,2015,351,339,9,0,2,0,299,14,0,0,0,0,0,351
Colorado,Pueblo,2015,129,123,6,0,0,0,94,19,0,0,0,0,89,40
Colorado,Rio Blanco,2015,365,302,63,0,0,0,100,43,0,0,321,0,44,0
Colorado,Routt,2015,364,357,7,0,0,0,58,13,0,0,0,0,0,364
Colorado,San Juan,2015,121,121,0,0,0,0,48,6,0,0,0,0,121,0
Colorado,San Miguel,2015,236,188,47,0,0,0,105,44,0,0,173,0,0,63
Colorado,Weld,2015,365,232,124,0,0,0,133,47,0,0,334,0,28,3
Connecticut,Fairfield,2015,365,214,121,6,0,0,177,46,2,0,145,0,218,0
Connecticut,Hartford,2015,365,223,134,0,0,0,147,45,0,32,136,0,195,2
Connecticut,Litchfield,2015,365,305,53,0,0,0,147,39,0,3,292,0,69,1
Connecticut,Middlesex,2015,183,134,37,0,0,0,147,43,0,0,183,0,0,0
Connecticut,New Haven,2015,365,220,129,3,0,0,169,45,0,12,184,0,169,0
Connecticut,New London,2015,359,297,50,1,0,0,151,36,0,0,167,0,192,0
Connecticut,Tolland,2015,183,154,23,0,0,0,129,39,0,0,183,0,0,0
Connecticut,Windham,2015,356,326,27,0,0,0,129,35,0,0,356,0,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,2015,56,8,34,4,0,0,174,73,0,0,0,0,0,56
Delaware,Kent,2015,365,284,81,0,0,0,100,41,0,0,260,0,105,0
Delaware,New Castle,2015,365,204,151,1,0,0,172,48,0,8,221,1,135,0
Delaware,Sussex,2015,365,268,94,0,0,0,115,42,0,0,283,0,82,0
District Of Columbia,District of Columbia,2015,365,217,143,0,0,0,126,47,0,31,159,0,175,0
Florida,Alachua,2015,365,331,34,0,0,0,74,34,0,0,209,0,156,0
Florida,Baker,2015,364,356,8,0,0,0,77,32,0,0,364,0,0,0
Florida,Bay,2015,365,319,46,0,0,0,84,37,0,0,211,0,154,0
Florida,Brevard,2015,365,333,32,0,0,0,90,37,0,0,306,0,58,1
Florida,Broward,2015,365,317,47,0,0,0,101,34,0,13,227,0,125,0
Florida,Citrus,2015,365,326,27,0,0,0,141,16,0,0,0,253,112,0
Florida,Collier,2015,363,320,43,0,0,0,74,33,0,0,202,0,161,0
Florida,Columbia,2015,321,288,33,0,0,0,77,35,0,0,222,0,99,0
Florida,Duval,2015,365,310,54,0,0,0,104,38,0,13,177,0,172,3
Florida,Escambia,2015,365,292,73,0,0,0,100,40,0,0,217,0,148,0
Florida,Flagler,2015,365,360,5,0,0,0,74,33,0,0,365,0,0,0
Florida,Hamilton,2015,317,272,45,0,0,0,77,32,0,0,0,0,317,0
Florida,Highlands,2015,356,345,11,0,0,0,80,31,0,0,356,0,0,0
Florida,Hillsborough,2015,365,238,122,0,0,0,119,44,0,4,159,15,187,0
Florida,Holmes,2015,361,327,34,0,0,0,77,37,0,0,208,0,153,0
Florida,Indian River,2015,333,320,13,0,0,0,84,34,0,0,333,0,0,0
Florida,Lake,2015,364,347,17,0,0,0,87,34,0,0,364,0,0,0
Florida,Lee,2015,365,331,34,0,0,0,90,36,0,0,227,0,137,1
Florida,Leon,2015,363,273,90,0,0,0,97,40,0,0,123,0,240,0
Florida,Liberty,2015,352,345,7,0,0,0,61,31,0,0,352,0,0,0
Florida,Manatee,2015,365,336,29,0,0,0,97,34,0,0,365,0,0,0
Florida,Marion,2015,365,321,44,0,0,0,67,35,0,0,240,0,125,0
Florida,Martin,2015,365,328,37,0,0,0,75,35,0,0,244,0,121,0
Florida,Miami-Dade,2015,365,292,73,0,0,0,85,40,0,3,114,0,248,0
Florida,Nassau,2015,365,320,45,0,0,0,90,33,0,0,0,48,317,0
Florida,Okaloosa,2015,365,354,11,0,0,0,74,33,0,0,350,0,0,15
Florida,Orange,2015,365,313,51,0,0,0,101,38,0,0,218,0,147,0
Florida,Osceola,2015,357,345,12,0,0,0,87,32,0,0,357,0,0,0
Florida,Palm Beach,2015,365,294,71,0,0,0,90,37,0,0,171,0,112,82
Florida,Pasco,2015,365,343,22,0,0,0,90,37,0,0,365,0,0,0
Florida,Pinellas,2015,365,320,45,0,0,0,75,38,0,0,233,0,131,1
Florida,Polk,2015,365,314,50,0,0,0,105,37,0,0,210,1,154,0
Florida,Putnam,2015,349,349,0,0,0,0,49,13,0,0,0,42,0,307
Florida,Santa Rosa,2015,365,310,55,0,0,0,97,38,0,0,217,0,148,0
Florida,Sarasota,2015,365,304,60,0,0,0,105,40,0,0,221,0,144,0
Florida,Seminole,2015,361,344,17,0,0,0,80,34,0,0,335,0,15,11
Florida,St. Lucie,2015,350,341,9,0,0,0,84,32,0,0,350,0,0,0
Florida,Volusia,2015,365,326,39,0,0,0,81,36,0,0,275,0,90,0
Florida,Wakulla,2015,355,303,52,0,0,0,94,36,1,0,184,0,170,0
Georgia,Bibb,2015,365,269,96,0,0,0,87,41,0,0,124,0,241,0
Georgia,Charlton,2015,119,117,2,0,0,0,59,24,0,0,0,0,119,0
Georgia,Chatham,2015,365,299,65,1,0,0,180,38,0,0,107,44,214,0
Georgia,Chattooga,2015,191,173,18,0,0,0,97,36,0,0,191,0,0,0
Georgia,Clarke,2015,358,302,56,0,0,0,97,38,0,0,148,0,210,0
Georgia,Clayton,2015,121,86,35,0,0,0,93,39,0,0,0,0,121,0
Georgia,Cobb,2015,359,258,100,0,0,0,112,42,0,0,156,0,203,0
Georgia,Coffee,2015,60,56,4,0,0,0,60,28,0,0,0,0,60,0
Georgia,Columbia,2015,243,227,16,0,0,0,84,37,0,0,243,0,0,0
Georgia,Coweta,2015,365,312,51,0,0,0,108,35,0,0,142,0,223,0
Georgia,Dawson,2015,227,212,14,0,0,0,101,38,0,0,227,0,0,0
Georgia,DeKalb,2015,365,183,178,0,0,0,150,50,0,35,74,0,256,0
Georgia,Dougherty,2015,365,230,134,0,0,0,115,42,0,0,0,0,365,0
Georgia,Douglas,2015,234,206,27,0,0,0,112,37,0,0,234,0,0,0
Georgia,Floyd,2015,365,260,105,0,0,0,96,38,0,0,0,36,329,0
Georgia,Fulton,2015,365,191,164,2,0,0,172,49,1,20,105,0,239,0
Georgia,Glynn,2015,354,326,28,0,0,0,63,34,0,0,179,0,175,0
Georgia,Gwinnett,2015,365,276,85,1,0,0,154,40,0,0,171,0,194,0
Georgia,Hall,2015,264,149,115,0,0,0,94,48,0,0,0,0,264,0
Georgia,Henry,2015,364,299,62,0,0,0,147,36,0,0,160,0,204,0
Georgia,Houston,2015,363,288,75,0,0,0,95,35,0,0,0,0,363,0
Georgia,Lowndes,2015,357,276,81,0,0,0,87,38,0,0,0,0,357,0
Georgia,Murray,2015,280,256,23,0,1,0,233,37,0,0,225,0,55,0
Georgia,Muscogee,2015,349,275,73,0,0,0,109,38,0,0,122,0,227,0
Georgia,Paulding,2015,365,252,113,0,0,0,90,43,0,3,97,0,265,0
Georgia,Pike,2015,355,319,33,1,0,0,161,35,0,0,355,0,0,0
Georgia,Richmond,2015,364,267,96,0,0,0,114,40,0,0,138,36,190,0
Georgia,Rockdale,2015,364,319,42,0,0,0,136,31,0,120,244,0,0,0
Georgia,Sumter,2015,245,236,8,0,0,0,129,34,0,0,245,0,0,0
Georgia,Walker,2015,359,264,95,0,0,0,80,39,0,0,0,0,359,0
Georgia,Washington,2015,119,107,12,0,0,0,69,32,0,0,0,0,119,0
Georgia,Wilkinson,2015,115,90,25,0,0,0,82,38,0,0,0,0,115,0
Hawaii,Hawaii,2015,365,2,59,148,3,0,222,136,0,0,0,351,14,0
Hawaii,Honolulu,2015,365,331,34,0,0,0,62,34,0,1,161,2,185,16
Hawaii,Kauai,2015,362,360,2,0,0,0,66,14,0,116,0,17,229,0
Hawaii,Maui,2015,365,344,21,0,0,0,75,25,0,0,0,0,365,0
Idaho,Ada,2015,365,294,62,2,0,0,166,40,4,51,223,0,66,21
Idaho,Bannock,2015,365,320,38,2,0,0,156,30,0,0,0,104,220,41
Idaho,Benewah,2015,365,201,141,5,0,0,180,46,0,0,0,0,365,0
Idaho,Blaine,2015,202,197,3,0,0,0,138,10,0,0,0,0,202,0
Idaho,Boise,2015,275,227,43,0,0,0,128,29,0,0,0,0,275,0
Idaho,Bonner,2015,365,316,37,3,0,0,159,21,0,0,0,0,238,127
Idaho,Bonneville,2015,104,98,6,0,0,0,58,18,0,0,0,0,104,0
Idaho,Butte,2015,360,325,34,1,0,0,157,40,0,0,355,0,5,0
Idaho,Canyon,2015,364,313,41,2,0,0,155,27,0,0,0,0,249,115
Idaho,Caribou,2015,356,356,0,0,0,0,46,3,0,0,0,356,0,0
Idaho,Custer,2015,117,115,2,0,0,0,92,6,0,0,0,0,117,0
Idaho,Franklin,2015,335,296,34,1,0,0,165,21,0,0,0,0,335,0
Idaho,Idaho,2015,269,228,33,3,3,0,226,20,0,0,0,0,269,0
Idaho,Jerome,2015,22,21,1,0,0,0,54,12,0,0,0,0,22,0
Idaho,Kootenai,2015,324,268,50,3,0,0,166,30,0,0,0,0,324,0
Idaho,Latah,2015,265,240,17,5,1,0,206,11,0,0,0,0,265,0
Idaho,Lemhi,2015,355,224,106,7,1,0,243,38,0,0,0,0,355,0
Idaho,Nez Perce,2015,271,239,18,5,1,1,302,19,0,0,0,0,271,0
Idaho,Shoshone,2015,363,200,137,6,0,0,185,43,0,0,0,0,338,25
Idaho,Twin Falls,2015,275,259,13,0,0,0,141,24,0,0,0,0,275,0
Idaho,Valley,2015,247,229,13,3,0,0,153,13,0,0,0,0,247,0
Illinois,Adams,2015,214,193,21,0,0,0,93,40,0,0,214,0,0,0
Illinois,Champaign,2015,365,278,87,0,0,0,90,42,0,0,215,0,150,0
Illinois,Clark,2015,210,182,28,0,0,0,87,39,0,0,210,0,0,0
Illinois,Cook,2015,365,156,202,2,0,0,183,53,0,51,82,0,208,24
Illinois,DuPage,2015,259,218,40,0,0,0,115,39,0,0,184,0,75,0
Illinois,Effingham,2015,203,184,19,0,0,0,84,40,0,0,203,0,0,0
Illinois,Hamilton,2015,261,219,41,0,0,0,105,38,0,0,196,0,65,0
Illinois,Jersey,2015,240,206,33,0,0,0,112,40,0,0,169,0,71,0
Illinois,Jo Daviess,2015,327,309,18,0,0,0,90,34,0,0,327,0,0,0
Illinois,Kane,2015,363,314,48,0,0,0,124,35,0,0,302,0,61,0
Illinois,La Salle,2015,365,365,0,0,0,0,31,1,0,0,0,365,0,0
Illinois,Lake,2015,362,332,27,0,0,0,122,35,0,0,362,0,0,0
Illinois,Macon,2015,365,269,96,0,0,0,100,41,0,0,206,22,137,0
Illinois,Macoupin,2015,365,347,18,0,0,0,90,30,0,0,213,152,0,0
Illinois,Madison,2015,365,242,117,0,0,0,115,44,0,0,221,0,143,1
Illinois,McHenry,2015,364,253,109,0,0,0,103,43,0,0,161,0,203,0
Illinois,McLean,2015,363,324,39,0,0,0,90,37,0,0,325,0,38,0
Illinois,Peoria,2015,365,269,96,0,0,0,90,42,0,0,208,0,157,0
Illinois,Randolph,2015,364,327,37,0,0,0,90,32,0,0,192,107,65,0
Illinois,Rock Island,2015,365,325,39,0,0,0,105,36,0,0,319,0,46,0
